Merge Sort - 100,Quick Sort - 100,Merge Sort - 1000,Quick Sort - 1000,Merge Sort - 10000,Quick Sort - 10000
,,,,162.149µs,262.566µs
,,,,112.977µs,228.536µs
,,,,115.882µs,255.126µs
,,,,95.472µs,257.538µs
,,,,114.543µs,253.023µs
,,,,142.091µs,255.473µs
,,,,130.434µs,280.956µs
,,,,154.367µs,267.665µs
,,,,146.146µs,251.407µs
,,,,171.397µs,289.841µs
,,,,160.888µs,319.301µs
,,,,211.038µs,286.034µs
,,,,238.149µs,244.109µs
,,,,224.201µs,258.802µs
,,,,812.014µs,246.614µs
,,,,310.717µs,269.912µs
,,,,751.744µs,277.542µs
,,,,325.894µs,631.062µs
,,,,215.783µs,385.6µs
,,,,223.069µs,462.715µs
,,,,193.745µs,390.23µs
,,,,181.125µs,630.923µs
,,,,173.387µs,374.653µs
,,,,166.552µs,394.543µs
,,,,178.059µs,774.969µs
,,,,141.804µs,451.521µs
,,,,156.913µs,651.952µs
,,,,150.002µs,472.97µs
,,,,151.016µs,474.251µs
,,,,143.052µs,445.499µs
,,,,258.62µs,303.667µs
,,,,134.721µs,286.641µs
,,,,153.77µs,281.823µs
,,,,152.079µs,315.669µs
,,,,154.606µs,280.592µs
,,,,132.819µs,313.65µs
,,,,143.079µs,252.338µs
,,,,137.989µs,291.378µs
,,,,131.582µs,276.582µs
,,,,128.072µs,282.965µs
,,,,134.492µs,252.984µs
,,,,131.46µs,316.213µs
,,,,128.49µs,275.013µs
,,,,136.168µs,274.124µs
,,,,122.28µs,270.166µs
,,,,127.566µs,233.965µs
,,,,126.323µs,304.532µs
,,,,136.404µs,262.803µs
,,,,126.339µs,261.746µs
,,,,140.585µs,253.708µs
,,,,121.396µs,237.432µs
,,,,109.362µs,242.592µs
,,,,144.413µs,282.243µs
,,,,130.465µs,261.884µs
,,,,131.275µs,244.66µs
,,,,137.467µs,256.71µs
,,,,129.321µs,266.151µs
,,,,131.407µs,248.101µs
,,,,132.818µs,242.643µs
,,,,138.372µs,260.865µs
,,,,115.443µs,240.179µs
,,,,192.64µs,257.454µs
,,,,124.652µs,230.182µs
,,,,131.662µs,243.891µs
,,,,126.281µs,254.753µs
,,,,115.285µs,258.593µs
,,,,109.827µs,278.567µs
,,,,134.099µs,288.263µs
,,,,134.455µs,375.809µs
,,,,123.503µs,424.204µs
,,,,116.812µs,425.693µs
,,,,112.843µs,754.664µs
,,,,119.647µs,1.616886ms
,,,,429.432µs,489.48µs
,,,,116.855µs,430.429µs
,,,,122.38µs,340.407µs
,,,,129.22µs,523.206µs
,,,,111.964µs,518.746µs
,,,,103.504µs,417.621µs
,,,,122.423µs,322.786µs
,,,,107.175µs,328.732µs
,,,,110.92µs,282.337µs
,,,,116.275µs,271.665µs
,,,,108.967µs,238.182µs
,,,,103.615µs,257.783µs
,,,,116.01µs,242.295µs
,,,,107.852µs,243.4µs
,,,,123.692µs,253.425µs
,,,,114.783µs,232.336µs
,,,,111.902µs,237.283µs
,,,,93.45µs,701.796µs
,,,,114.665µs,293.959µs
,,,,145.667µs,375.709µs
,,,,125.559µs,261.814µs
,,,,115.564µs,284.749µs
,,,,154.455µs,257.089µs
,,,,120.725µs,277.822µs
,,,,153.117µs,229.356µs
,,,,166.159µs,267.598µs
,,,,146.779µs,298.039µs
,,,,150.381µs,251.838µs
,,,,163.25µs,251.474µs
,,,,160.653µs,256.385µs
,,,,149.785µs,268.231µs
,,,,181.205µs,251.147µs
,,,,219.499µs,240.271µs
,,,,181.549µs,280.273µs
,,,,148.981µs,279.702µs
,,,,209.456µs,292.592µs
,,,,190.952µs,335.402µs
,,,,1.95515ms,329.983µs
,,,,600.248µs,324.095µs
,,,,234.115µs,360.862µs
,,,,268.39µs,378.684µs
,,,,193.489µs,589.61µs
,,,,190.397µs,372.74µs
,,,,144.514µs,412.977µs
,,,,162.84µs,345.797µs
,,,,158.902µs,289.12µs
,,,,135.063µs,265.821µs
,,,,156.746µs,344.64µs
,,,,135.359µs,356.828µs
,,,,140.623µs,475.826µs
,,,,134.348µs,461.856µs
,,,,128.566µs,411.088µs
,,,,123.048µs,331.508µs
,,,,139.475µs,312.05µs
,,,,143.986µs,303.146µs
,,,,134.865µs,260.103µs
,,,,128.304µs,286.307µs
,,,,135.539µs,306.406µs
,,,,129.458µs,263.689µs
,,,,124.144µs,264.502µs
,,,,138.515µs,262.838µs
,,,,123.894µs,240.13µs
,,,,138.611µs,307.855µs
,,,,129.522µs,255.3µs
,,,,125.344µs,255.304µs
,,,,121.059µs,294.52µs
,,,,139.962µs,270.172µs
,,,,126.186µs,261.705µs
,,,,124.309µs,271.287µs
,,,,127.162µs,290.426µs
,,,,122.035µs,299.907µs
,,,,137.58µs,219.353µs
,,,,132.119µs,273.908µs
,,,,151.671µs,272.029µs
,,,,133.84µs,289.082µs
,,,,138.575µs,235.971µs
,,,,150.906µs,230.195µs
,,,,122.533µs,244.01µs
,,,,128.748µs,255.789µs
,,,,154.496µs,241.286µs
,,,,141.432µs,269.945µs
,,,,128.042µs,242.511µs
,,,,132.705µs,242.601µs
,,,,130.681µs,296.734µs
,,,,152.018µs,314.249µs
,,,,127.179µs,285.501µs
,,,,112.912µs,431.856µs
,,,,111.585µs,361.901µs
,,,,116.179µs,702.563µs
,,,,116.262µs,514.836µs
,,,,108.577µs,1.63847ms
,,,,105.38µs,693.987µs
,,,,112.998µs,437.98µs
,,,,108.094µs,332.698µs
,,,,92.347µs,388.887µs
,,,,103.924µs,297.859µs
,,,,108.316µs,307.051µs
,,,,120.487µs,311.706µs
,,,,118.705µs,288.624µs
,,,,117.427µs,278.204µs
,,,,116.137µs,266.76µs
,,,,111.896µs,271.47µs
,,,,106.031µs,262.801µs
,,,,120.203µs,241.052µs
,,,,116.099µs,382.234µs
,,,,109.258µs,276.905µs
,,,,117.15µs,269.894µs
,,,,121.633µs,281.533µs
,,,,113.448µs,262.653µs
,,,,120.756µs,262.161µs
,,,,121.875µs,269.688µs
,,,,138.181µs,235.956µs
,,,,108.53µs,225.819µs
,,,,116.921µs,247.726µs
,,,,118.382µs,282.393µs
,,,,136.354µs,257.178µs
,,,,130.004µs,276.947µs
,,,,115.707µs,234.012µs
,,,,138.874µs,282.458µs
,,,,145.679µs,276.142µs
,,,,140.192µs,261.055µs
,,,,121.54µs,249.711µs
,,,,163.275µs,259.131µs
,,,,146.797µs,257.861µs
,,,,187.484µs,256.56µs
,,,,149.369µs,256.169µs
,,,,148.4µs,237.359µs
,,,,232.047µs,267.22µs
,,,,201.764µs,266.649µs
,,,,255.877µs,247.587µs
,,,,299.628µs,237.1µs
,,,,956.789µs,254.874µs
,,,,425.515µs,291.12µs
,,,,330.481µs,365.427µs
,,,,283.156µs,369.599µs
,,,,281.956µs,913.012µs
,,,,188.838µs,457.773µs
,,,,213.062µs,557.752µs
,,,,155.201µs,1.307538ms
,,,,162.663µs,427.216µs
,,,,192.97µs,462.834µs
,,,,187.844µs,369.031µs
,,,,153.793µs,453.831µs
,,,,143.512µs,375.64µs
,,,,138.201µs,332.634µs
,,,,125.292µs,321.991µs
,,,,135.218µs,313.725µs
,,,,125.097µs,286.479µs
,,,,115.958µs,307.052µs
,,,,127.806µs,277.915µs
,,,,132.402µs,287.191µs
,,,,138.459µs,257.002µs
,,,,124.258µs,272.768µs
,,,,126.832µs,283.498µs
,,,,128.356µs,267.427µs
,,,,132.407µs,239.79µs
,,,,128.566µs,269.573µs
,,,,138.929µs,231.465µs
,,,,126.408µs,252.847µs
,,,,155.039µs,258.6µs
,,,,163.671µs,236.873µs
,,,,157.097µs,263.555µs
,,,,124.762µs,248.962µs
,,,,151.328µs,292.692µs
,,,,119.16µs,267.179µs
,,,,147.66µs,283.059µs
,,,,161.843µs,255.82µs
,,,,162.872µs,250.062µs
,,,,175.765µs,261.904µs
,,,,140.558µs,238.122µs
,,,,142.811µs,280.883µs
,,,,132.635µs,256.012µs
,,,,136.707µs,237.767µs
,,,,138.377µs,697.051µs
,,,,130.463µs,255.404µs
,,,,103.074µs,305.359µs
,,,,117.328µs,332.477µs
,,,,130.864µs,521.01µs
,,,,129.053µs,733.987µs
,,,,138.971µs,643.002µs
,,,,126.769µs,664.492µs
,,,,128.593µs,441.761µs
,,,,119.192µs,1.063419ms
,,,,121.286µs,361.277µs
,,,,144.222µs,362.045µs
,,,,112.644µs,333.97µs
,,,,110.983µs,336.096µs
,,,,125.955µs,268.456µs
,,,,115.025µs,293.629µs
,,,,120.24µs,297.613µs
,,,,125.158µs,288.38µs
,,,,112.487µs,260.956µs
,,,,108.994µs,270.682µs
,,,,118.307µs,285.784µs
,,,,124.08µs,263.773µs
,,,,127.481µs,261.439µs
,,,,110.707µs,282.238µs
,,,,108.515µs,646.563µs
,,,,115.584µs,301.842µs
,,,,130.406µs,262.238µs
,,,,104.397µs,272.016µs
,,,,114.274µs,257.768µs
,,,,97.534µs,248.057µs
,,,,110.348µs,280.232µs
,,,,97.892µs,233.569µs
,,,,131.431µs,234.219µs
,,,,117.503µs,255.555µs
,,,,114.079µs,237.93µs
,,,,114.77µs,228.989µs
,,,,118.589µs,237.492µs
,,,,121.191µs,229.66µs
,,,,116.515µs,232.658µs
,,,,118.322µs,258.005µs
,,,,109.531µs,234.204µs
,,,,107.393µs,243.818µs
,,,,143.851µs,230.243µs
,,,,123.874µs,254.702µs
,,,,134.814µs,268.666µs
,,,,155.071µs,279.39µs
,,,,134.543µs,271.529µs
,,,,146.334µs,281.401µs
,,,,158.308µs,473.686µs
,,,,139.328µs,407.05µs
,,,,137.828µs,756.878µs
,,,,164.928µs,488.755µs
,,,,159.707µs,395.34µs
,,,,141.811µs,478.248µs
,,,,195.416µs,1.460889ms
,,,,184.317µs,502.263µs
,,,,192.631µs,384.172µs
,,,,1.041364ms,341.295µs
,,,,286.975µs,313.957µs
,,,,734.478µs,347.374µs
,,,,739.665µs,276.846µs
,,,,839.313µs,285.958µs
,,,,374.433µs,284.157µs
,,,,172.42µs,264.961µs
,,,,168.852µs,308.48µs
,,,,162.116µs,285.761µs
,,,,151.328µs,235.764µs
,,,,151.24µs,264.958µs
,,,,140.499µs,244.367µs
,,,,162.251µs,252.988µs
,,,,148.988µs,259.877µs
,,,,135.586µs,240.037µs
,,,,110.865µs,288.449µs
,,,,135.022µs,281.238µs
,,,,129.586µs,266.81µs
,,,,142.569µs,278.392µs
,,,,136.487µs,280.186µs
,,,,135.083µs,257.711µs
,,,,122.309µs,252.207µs
,,,,115.524µs,239.71µs
,,,,123.762µs,268.554µs
,,,,132.881µs,245.469µs
,,,,127.563µs,208.363µs
,,,,129.283µs,256.528µs
,,,,114.289µs,208.952µs
,,,,121.796µs,237.369µs
,,,,121.86µs,252.923µs
,,,,118.146µs,263.821µs
,,,,129.491µs,262.429µs
,,,,139.574µs,247.491µs
,,,,116.368µs,264.074µs
,,,,134.52µs,321.618µs
,,,,146.09µs,275.684µs
,,,,125.416µs,264.684µs
,,,,132.578µs,254.372µs
,,,,133.298µs,289.666µs
,,,,135.824µs,1.109858ms
,,,,129.694µs,1.005909ms
,,,,126.371µs,500.154µs
,,,,140.316µs,456.874µs
,,,,110.829µs,943.718µs
,,,,136.335µs,505.262µs
,,,,163.537µs,464.429µs
,,,,145.034µs,430.735µs
,,,,130.273µs,561.905µs
,,,,121.543µs,477.128µs
,,,,134.894µs,324.343µs
,,,,126.481µs,274.585µs
,,,,129.299µs,269.173µs
,,,,179.22µs,325.942µs
,,,,143.641µs,266.366µs
,,,,130.98µs,285.266µs
,,,,124.444µs,268.378µs
,,,,159.131µs,266.931µs
,,,,111.21µs,283.167µs
,,,,127.205µs,276.917µs
,,,,125.929µs,269.483µs
,,,,114.533µs,269.621µs
,,,,120.352µs,269.271µs
,,,,113.248µs,245.356µs
,,,,123.044µs,242.476µs
,,,,300.139µs,229.901µs
,,,,161.313µs,251.124µs
,,,,122.732µs,270.366µs
,,,,171.953µs,215.66µs
,,,,137.361µs,255.163µs
,,,,113.772µs,256.956µs
,,,,119.479µs,265.388µs
,,,,112.866µs,285.647µs
,,,,117.007µs,285.265µs
,,,,130.524µs,284.903µs
,,,,127.523µs,276.375µs
,,,,118.933µs,252.074µs
,,,,115.193µs,250.015µs
,,,,130.186µs,258.582µs
,,,,133.12µs,275.084µs
,,,,153.42µs,257.62µs
,,,,186.012µs,312.774µs
,,,,150.124µs,366.567µs
,,,,134.061µs,1.095907ms
,,,,172.437µs,427.717µs
,,,,156.045µs,499.853µs
,,,,184.566µs,1.08562ms
,,,,167.831µs,505.932µs
,,,,181.03µs,525.819µs
,,,,209.44µs,559.46µs
,,,,225.633µs,410.948µs
,,,,280.431µs,355.006µs
,,,,197.421µs,344.311µs
,,,,219.747µs,308.977µs
,,,,318.495µs,308.412µs
,,,,250.724µs,274.497µs
,,,,179.318µs,244.586µs
,,,,168.702µs,285.438µs
,,,,183.817µs,226.565µs
,,,,185.074µs,257.145µs
,,,,215.194µs,288.925µs
,,,,239.379µs,313.051µs
,,,,173.829µs,296.877µs
,,,,172.199µs,241.764µs
,,,,177.546µs,261.015µs
,,,,202.365µs,240.296µs
,,,,457.965µs,246.454µs
,,,,319.41µs,239.067µs
,,,,162.048µs,214.441µs
,,,,154.184µs,252.994µs
,,,,126.264µs,282.348µs
,,,,126.829µs,277.479µs
,,,,138.871µs,263.838µs
,,,,114.768µs,259.895µs
,,,,134.55µs,241.5µs
,,,,158.961µs,220.735µs
,,,,173.851µs,254.463µs
,,,,132.77µs,244.2µs
,,,,137.878µs,224.585µs
,,,,121.898µs,259.469µs
,,,,137.894µs,237.323µs
,,,,140.305µs,231.612µs
,,,,112.3µs,250.109µs
,,,,145.384µs,224.948µs
,,,,127.972µs,265.18µs
,,,,134.639µs,267.439µs
,,,,128.925µs,323.718µs
,,,,126.833µs,222.91µs
,,,,119.447µs,377.359µs
,,,,136.787µs,314.521µs
,,,,128.126µs,427.042µs
,,,,139.257µs,477.066µs
,,,,179.915µs,411.706µs
,,,,143.858µs,489.304µs
,,,,152.727µs,449.544µs
,,,,127.789µs,433.135µs
,,,,142.242µs,774.404µs
,,,,139.045µs,406.11µs
,,,,147.27µs,357.426µs
,,,,124.446µs,455.93µs
,,,,139.765µs,395.05µs
,,,,142.24µs,384.453µs
,,,,134.113µs,311.098µs
,,,,123.806µs,294.72µs
,,,,132.927µs,259.831µs
,,,,157.042µs,303.644µs
,,,,119.406µs,240.621µs
,,,,106.473µs,250.182µs
,,,,124.352µs,268.299µs
,,,,116.257µs,222.541µs
,,,,115.469µs,289.631µs
,,,,115.113µs,252.434µs
,,,,111.605µs,293.522µs
,,,,96.687µs,258.663µs
,,,,120.378µs,200.959µs
,,,,119.526µs,244.67µs
,,,,109.5µs,225.601µs
,,,,121.588µs,278.313µs
,,,,124.141µs,266.312µs
,,,,119.871µs,317.261µs
,,,,106.816µs,440.295µs
,,,,114.437µs,281.42µs
,,,,112.348µs,275.904µs
,,,,114.155µs,239.445µs
,,,,111.988µs,274.214µs
,,,,111.179µs,257.86µs
,,,,113.925µs,228.009µs
,,,,109.088µs,240.174µs
,,,,121.928µs,251.422µs
,,,,121.116µs,205.695µs
,,,,127.767µs,225.545µs
,,,,115.841µs,211.071µs
,,,,124.655µs,244.437µs
,,,,111.93µs,278.069µs
,,,,112.256µs,295.44µs
,,,,125.286µs,243.217µs
,,,,140.529µs,269.693µs
,,,,125.817µs,268.589µs
,,,,129.015µs,348.143µs
,,,,146.528µs,365.849µs
,,,,146.167µs,2.365682ms
,,,,131.354µs,1.695277ms
,,,,132.185µs,968.876µs
,,,,109.983µs,451.989µs
,,,,120.316µs,382.027µs
,,,,120µs,305.347µs
,,,,130.799µs,305.977µs
,,,,172.916µs,290.848µs
,,,,159.148µs,268.816µs
,,,,231.528µs,274.489µs
,,,,265.551µs,252.473µs
,,,,197.785µs,265.489µs
,,,,172.873µs,263.025µs
,,,,216.27µs,266.63µs
,,,,180.288µs,260.585µs
,,,,217.054µs,327.771µs
,,,,170.615µs,257.709µs
,,,,184.875µs,232.026µs
,,,,243.413µs,298.964µs
,,,,255.666µs,276.311µs
,,,,209.375µs,272.3µs
,,,,571.302µs,258.803µs
,,,,515.703µs,235.419µs
,,,,908.939µs,212.153µs
,,,,331.159µs,196.712µs
,,,,179.788µs,255.228µs
,,,,156.324µs,258.534µs
,,,,142.925µs,229.787µs
,,,,150.098µs,228.18µs
,,,,129.731µs,247.417µs
,,,,142.328µs,241.408µs
,,,,134.319µs,240.362µs
,,,,115.13µs,218.59µs
,,,,108.976µs,248.901µs
,,,,145.148µs,270.788µs
,,,,137.576µs,281.385µs
,,,,129.774µs,287.894µs
,,,,105.451µs,309.265µs
,,,,129.929µs,295.113µs
,,,,140.312µs,341.918µs
,,,,138.937µs,1.355263ms
,,,,122.528µs,882.419µs
,,,,129.964µs,1.365289ms
,,,,139.384µs,454.189µs
,,,,126.216µs,352.065µs
,,,,125.139µs,358.455µs
,,,,129.147µs,375.789µs
,,,,127.063µs,315.746µs
,,,,130.607µs,329.193µs
,,,,131.101µs,301.537µs
,,,,128.164µs,292.843µs
,,,,140.031µs,277.147µs
,,,,167.014µs,263.729µs
,,,,140.865µs,284.053µs
,,,,139.32µs,302.654µs
,,,,139.122µs,319.698µs
,,,,548.763µs,303.558µs
,,,,174.801µs,282.966µs
,,,,133.694µs,320.022µs
,,,,130.912µs,290.844µs
,,,,130.957µs,302.523µs
,,,,143.992µs,246.006µs
,,,,116.101µs,291.535µs
,,,,115.244µs,271.718µs
,,,,129.273µs,269.2µs
,,,,126.919µs,233.98µs
,,,,125.065µs,262.564µs
,,,,146.447µs,233.314µs
,,,,132.86µs,246.198µs
,,,,116.253µs,238.423µs
,,,,115.628µs,237.245µs
,,,,129.614µs,229.876µs
,,,,157.921µs,237.318µs
,,,,128.61µs,307.713µs
,,,,113.771µs,266.483µs
,,,,114.368µs,258.213µs
,,,,108.807µs,278.551µs
,,,,119.551µs,251.007µs
,,,,109.558µs,270.465µs
,,,,105.949µs,259.472µs
,,,,108.78µs,259.052µs
,,,,124.787µs,330.373µs
,,,,111.414µs,418.856µs
,,,,104.354µs,359.436µs
,,,,122.529µs,1.420881ms
,,,,147.077µs,505.125µs
,,,,105.164µs,443.197µs
,,,,111.426µs,578.435µs
,,,,107.649µs,474.017µs
,,,,128.411µs,314.171µs
,,,,140.068µs,251.896µs
,,,,164.419µs,304.523µs
,,,,127.963µs,355.417µs
,,,,129.114µs,340.188µs
,,,,134.414µs,342.96µs
,,,,140.041µs,360.533µs
,,,,160.036µs,305.964µs
,,,,136.648µs,299.299µs
,,,,137.429µs,335.343µs
,,,,157.345µs,348.559µs
,,,,138.987µs,343.939µs
,,,,151.148µs,292.771µs
,,,,170.851µs,339.917µs
,,,,638.872µs,301.611µs
,,,,421.942µs,280.722µs
,,,,518.058µs,270.83µs
,,,,227.813µs,219.776µs
,,,,965.117µs,294.103µs
,,,,278.551µs,303.976µs
,,,,220.254µs,286.101µs
,,,,268.411µs,209.659µs
,,,,620.55µs,259.672µs
,,,,255.523µs,242.033µs
,,,,163.172µs,244.335µs
,,,,179.583µs,272.868µs
,,,,140.919µs,234.571µs
,,,,161.578µs,277.783µs
,,,,152.012µs,270.999µs
,,,,157.949µs,227.542µs
,,,,170.632µs,238.115µs
,,,,162.828µs,291.814µs
,,,,161.956µs,267.874µs
,,,,134.433µs,246.321µs
,,,,154.567µs,257.353µs
,,,,140.612µs,277.056µs
,,,,143.647µs,232.214µs
,,,,138.394µs,238.022µs
,,,,141.299µs,274.843µs
,,,,143.991µs,278.287µs
,,,,142.299µs,336.238µs
,,,,130.967µs,440.239µs
,,,,148.259µs,927.214µs
,,,,138.919µs,466.837µs
,,,,127.473µs,498.643µs
,,,,162.208µs,418.797µs
,,,,125.101µs,388.33µs
,,,,127.717µs,367.299µs
,,,,150.786µs,511.79µs
,,,,136.255µs,305.561µs
,,,,130.29µs,274.479µs
,,,,141.401µs,372.46µs
,,,,135.753µs,314.069µs
,,,,142.3µs,536.529µs
,,,,159.08µs,361.178µs
,,,,133.418µs,316.131µs
,,,,118.774µs,306.062µs
,,,,121.492µs,289.328µs
,,,,157.806µs,280.935µs
,,,,122.627µs,310.466µs
,,,,131.64µs,302.532µs
,,,,154.93µs,270.81µs
,,,,130.431µs,872.847µs
,,,,154.425µs,266.675µs
,,,,137.269µs,277.378µs
,,,,119.885µs,342.555µs
,,,,109.385µs,319.327µs
,,,,127.763µs,260.792µs
,,,,113.759µs,263.223µs
,,,,120.691µs,247.626µs
,,,,121.374µs,245.527µs
,,,,120.126µs,212.027µs
,,,,128.207µs,236.508µs
,,,,125.237µs,255.754µs
,,,,127.587µs,269.852µs
,,,,121.101µs,239.157µs
,,,,121.724µs,230.756µs
,,,,122.809µs,224.351µs
,,,,125.401µs,244.463µs
,,,,125.7µs,242.982µs
,,,,118.93µs,283.327µs
,,,,122.382µs,255.311µs
,,,,236.97µs,271.877µs
,,,,131.671µs,317.022µs
,,,,124.17µs,261.376µs
,,,,112.291µs,393.92µs
,,,,132.437µs,420.039µs
,,,,134.651µs,611.881µs
,,,,114.365µs,682.8µs
,,,,131.424µs,1.182175ms
,,,,160.696µs,887.14µs
,,,,157.619µs,350.341µs
,,,,136.848µs,327.37µs
,,,,130.534µs,490.992µs
,,,,161.256µs,350.452µs
,,,,139.762µs,356.989µs
,,,,121.014µs,305.975µs
,,,,163.455µs,281.502µs
,,,,164.953µs,273.327µs
,,,,202.658µs,329.659µs
,,,,166.337µs,286.545µs
,,,,276.671µs,266.936µs
,,,,1.178279ms,241.257µs
,,,,352.153µs,216.937µs
,,,,267.166µs,300.583µs
,,,,232.237µs,276.12µs
,,,,198.074µs,243.312µs
,,,,450.397µs,277.082µs
,,,,659.752µs,326.331µs
,,,,396.57µs,295.373µs
,,,,363.991µs,255.189µs
,,,,277.734µs,285.155µs
,,,,266.59µs,305.301µs
,,,,206.043µs,318.279µs
,,,,140.819µs,314.77µs
,,,,144.992µs,264.66µs
,,,,184.417µs,271.471µs
,,,,183.784µs,259.337µs
,,,,195.684µs,253.127µs
,,,,153.81µs,271.58µs
,,,,169.001µs,262.178µs
,,,,149.79µs,240.457µs
,,,,153.962µs,238.948µs
,,,,144.265µs,271.739µs
,,,,139.506µs,282.538µs
,,,,129.411µs,247.546µs
,,,,163.229µs,271.325µs
,,,,129.091µs,303.348µs
,,,,125.893µs,273.555µs
,,,,148.311µs,305.501µs
,,,,276.175µs,341.954µs
,,,,174.069µs,318.309µs
,,,,179.899µs,413.193µs
,,,,146.677µs,392.253µs
,,,,153.271µs,678.894µs
,,,,175.365µs,368.814µs
,,,,192.471µs,484.164µs
,,,,3.335632ms,324.534µs
,,,,270.097µs,444.952µs
,,,,464.358µs,393.634µs
,,,,147.819µs,402.126µs
,,,,166.621µs,359.233µs
,,,,316.324µs,331.867µs
,,,,359.531µs,338.408µs
,,,,404.814µs,345.551µs
,,,,154.684µs,301.445µs
,,,,149.45µs,305.815µs
,,,,324.714µs,253.87µs
,,,,294.74µs,255.435µs
,,,,350.379µs,264.935µs
,,,,463.507µs,325.14µs
,,,,518.167µs,265.422µs
,,,,450.173µs,250.204µs
,,,,819.848µs,263.748µs
,,,,247.211µs,292.45µs
,,,,146.043µs,275.894µs
,,,,322.747µs,230.106µs
,,,,190.602µs,278.435µs
,,,,158.51µs,279.21µs
,,,,328.127µs,287.93µs
,,,,3.915031ms,654.14µs
,,,,532.406µs,263.513µs
,,,,254.346µs,239.782µs
,,,,205.695µs,236.452µs
,,,,207.669µs,263.416µs
,,,,263.056µs,259.363µs
,,,,202.907µs,221.537µs
,,,,565.207µs,230.901µs
,,,,180.623µs,268.298µs
,,,,190.334µs,293.823µs
,,,,166.538µs,260.897µs
,,,,149.757µs,299.109µs
,,,,181.777µs,299.496µs
,,,,161.735µs,321.744µs
,,,,189.477µs,297.621µs
,,,,182.875µs,265.72µs
,,,,169.772µs,361.214µs
,,,,181.508µs,372.889µs
,,,,179.285µs,432.036µs
,,,,182.143µs,1.249636ms
,,,,152.793µs,426.128µs
,,,,142.043µs,1.022484ms
,,,,186.144µs,699.137µs
,,,,141µs,498.342µs
,,,,123.414µs,337.044µs
,,,,144.178µs,317.483µs
,,,,119.419µs,308.213µs
,,,,133.9µs,293.157µs
,,,,128.144µs,381.235µs
,,,,131.893µs,296.835µs
,,,,124.845µs,281.294µs
,,,,146.542µs,259.983µs
,,,,361.15µs,269.922µs
,,,,2.8376ms,281.467µs
,,,,443.61µs,237.234µs
,,,,359.907µs,254.812µs
,,,,1.993406ms,233.773µs
,,,,580.543µs,310.109µs
,,,,2.470673ms,305.218µs
,,,,361.64µs,257.545µs
,,,,241.356µs,270.842µs
,,,,204.691µs,241.893µs
,,,,195.5µs,299.785µs
,,,,163.944µs,243.35µs
,,,,288.44µs,252.677µs
,,,,187.026µs,261.454µs
,,,,224.059µs,254.689µs
,,,,190.288µs,236.892µs
,,,,199.401µs,240.286µs
,,,,186.587µs,239.321µs
,,,,182.427µs,256.919µs
,,,,204.468µs,241.102µs
,,,,181.365µs,239.753µs
,,,,162.162µs,219.138µs
,,,,165.381µs,273.753µs
,,,,149.994µs,271.122µs
,,,,163.57µs,223.289µs
,,,,188.202µs,303.123µs
,,,,197.453µs,272.717µs
,,,,165.794µs,304.644µs
,,,,196.982µs,278.208µs
,,,,157.835µs,201.476µs
,,,,162.015µs,300.64µs
,,,,148.138µs,285.124µs
,,,,178.136µs,435.678µs
,,,,174.259µs,315.158µs
,,,,147.601µs,392.256µs
,,,,185.608µs,341.321µs
,,,,154.918µs,860.929µs
,,,,139.579µs,508.982µs
,,,,159.598µs,402.161µs
,,,,152.174µs,1.006191ms
,,,,173.021µs,385.754µs
,,,,151.669µs,443.906µs
,,,,185.835µs,562.909µs
,,,,167.341µs,436.294µs
,,,,221.865µs,349.067µs
,,,,179.348µs,250.515µs
,,,,205.277µs,284.86µs
,,,,166.343µs,323.024µs
,,,,196.468µs,293.373µs
,,,,179.129µs,285.865µs
,,,,302.094µs,295.164µs
,,,,229.242µs,280.222µs
,,,,200.504µs,280.125µs
,,,,180.144µs,280.298µs
,,,,191.913µs,338.705µs
,,,,187.881µs,293.637µs
,,,,158.105µs,255.334µs
,,,,158.372µs,263.187µs
,,,,146.758µs,257.26µs
,,,,169.231µs,252.418µs
,,,,161.756µs,256.596µs
,,,,2.188723ms,279.193µs
,,,,224.494µs,252.303µs
,,,,157.062µs,260.864µs
,,,,144.435µs,242.565µs
,,,,135.904µs,254.382µs
,,,,159.034µs,273.37µs
,,,,140.922µs,254.008µs
,,,,150.174µs,266.597µs
,,,,157.726µs,243.089µs
,,,,140.942µs,199.491µs
,,,,132.304µs,270.467µs
,,,,130.161µs,271.219µs
,,,,130.349µs,208.114µs
,,,,134.243µs,309.386µs
,,,,145.551µs,259.623µs
,,,,3.875972ms,298.619µs
,,,,304.968µs,280.152µs
,,,,284.943µs,337.682µs
,,,,257.612µs,504.303µs
,,,,223.935µs,541.037µs
,,,,174.324µs,914.011µs
,,,,166.928µs,425.408µs
,,,,203.762µs,347.334µs
,,,,146.714µs,478.789µs
,,,,153.61µs,1.227932ms
,,,,152.431µs,494.842µs
,,,,198.836µs,486.123µs
,,,,146.898µs,373.803µs
,,,,125.861µs,333.122µs
,,,,124.356µs,273.931µs
,,,,120.334µs,271.489µs
,,,,122.208µs,293.542µs
,,,,129.364µs,269.831µs
,,,,121.726µs,285.419µs
,,,,145.431µs,279.479µs
,,,,134.675µs,247.867µs
,,,,133.696µs,220.83µs
,,,,129.408µs,272.029µs
,,,,132.324µs,221.843µs
,,,,132.615µs,251.039µs
,,,,162.13µs,246.184µs
,,,,150.002µs,276.335µs
,,,,189.276µs,236.655µs
,,,,161.745µs,249.618µs
,,,,175.334µs,239.04µs
